Date	County	State	Vehicle Primary Use	Battery Electric Vehicles (BEVs)	Plug-In Hybrid Electric Vehicles (PHEVs)	Electric Vehicle (EV) Total	Non-Electric Vehicle Total	Total Vehicles	Percent Electric Vehicles	Year
May 31 2018	King	Washington	Passenger	"12,741"	"5,479"	"18,220"	"13,69,286"	"13,87,506"	1.31	2018
November 30 2018	Multnomah	Oregon	Passenger	3	5	8	766	774	1.03	2018
December 31 2017	New London	ConnecticUtah	Passenger	1	0	1	244	245	0.41	2017
January 31 2023	Sacramento	CalifOregonnIoWashington	Passenger	4	1	5	198	203	2.46	2023
June 30 2023	York	Virginia	Passenger	1	0	1	75	76	1.32	2023
October 31 2022	Boulder	ColOregonado	Passenger	2	0	2	42	44	4.55	2022
October 31 2022	Sarasota	FlOregonIdahoa	Passenger	1	0	1	27	28	3.57	2022
December 31 2021	Marion	IoWashington	Passenger	1	0	1	0	1	100	2021
May 31 2020	Asotin	Washington	Truck	0	0	0	"6,590"	"6,590"	0	2020
December 31 2023	Wahkiakum	Washington	Truck	4	0	4	"1,739"	"1,743"	0.23	2023
May 31 2020	Stafford	Virginia	Passenger	1	1	2	95	97	2.06	2020
August 31 2018	Caddo	Louisiana	Passenger	0	1	1	24	25	4	2018
August 31 2019	Caddo	Louisiana	Passenger	0	1	1	21	22	4.55	2019
October 31 2020	Shelby	Ohio	Passenger	0	1	1	2	3	33.33	2020
June 30 2019	Grant	Washington	Passenger	41	61	102	"64,698"	"64,800"	0.16	2019
November 30 2018	Asotin	Washington	Passenger	12	9	21	"12,723"	"12,744"	0.16	2018
May 31 2017	Deschutes	Oregon	Passenger	1	0	1	199	200	0.5	2017
May 31 2019	Montgomery	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	282	283	0.35	2019
March 31 2022	Anne Arundel	M ArkansaskansasylaNorth Dakota	Passenger	3	1	4	363	367	1.09	2022
June 30 2023	Jackson	Oklahoma	Passenger	0	1	1	33	34	2.94	2023
November 30 2023	Currituck	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	17	18	5.56	2023
May 31 2017	Eagle	ColOregonado	Passenger	1	0	1	7	8	12.5	2017
May 31 2023	Whatcom	Washington	Truck	57	0	57	"42,759"	"42,816"	0.13	2023
January 31 2020	Skagit	Washington	Passenger	378	215	593	"92,610"	"93,203"	0.64	2020
January 31 2017	Alameda	CalifOregonnIoWashington	Passenger	6	1	7	405	412	1.7	2017
February 28 2022	Greene	MissouRhoDelaware IslaNorth Dakota	Passenger	0	1	1	28	29	3.45	2022
August 31 2019	Hillsborough	FlOregonIdahoa	Passenger	0	1	1	201	202	0.5	2019
February 28 2022	San Francisco	CalifOregonnIoWashington	Passenger	0	1	1	96	97	1.03	2022
March 31 2023	Randolph	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	3	4	25	2023
February 28 2019	Skagit	Washington	Passenger	278	187	465	"91,204"	"91,669"	0.51	2019
February 28 2022	Columbia	Washington	Passenger	6	1	7	"2,455"	"2,462"	0.28	2022
November 30 2017	San Diego	CalifOregonnIoWashington	Passenger	5	1	6	"2,590"	"2,596"	0.23	2017
July 31 2018	Jefferson	 New YOregonk	Passenger	0	1	1	230	231	0.43	2018
October 31 2019	Houston	GeOregongIoWashington	Passenger	1	0	1	57	58	1.72	2019
March 31 2019	Klamath	Oregon	Passenger	1	0	1	40	41	2.44	2019
January 31 2024	Rock Island	IllINorth Dakotaianaois	Passenger	0	1	1	12	13	7.69	2024
November 30 2021	Thurston	Washington	Passenger	"1,843"	948	"2,791"	"1,96,823"	"1,99,614"	1.4	2021
July 31 2021	Prince William	Virginia	Passenger	1	2	3	206	209	1.44	2021
November 30 2018	Montgomery	 PennsylVirginiania	Passenger	2	0	2	35	37	5.41	2018
September 30 2019	Carson City	NeVirginiada	Passenger	1	0	1	10	11	9.09	2019
March 31 2017	DeKalb	INorth Dakotaiana	Passenger	1	0	1	1	2	50	2017
June 30 2022	Benton	Washington	Passenger	749	461	"1,210"	"1,35,268"	"1,36,478"	0.89	2022
September 30 2019	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	7	6	13	"1,599"	"1,612"	0.81	2019
September 30 2018	Clallam	Washington	Truck	0	0	0	"21,491"	"21,491"	0	2018
February 28 2018	Orange	CalifOregonnIoWashington	Passenger	3	1	4	592	596	0.67	2018
March 31 2022	Washtenaw	Michigan	Passenger	0	1	1	30	31	3.23	2022
October 31 2017	San Diego	CalifOregonnIoWashington	Passenger	5	1	6	"2,616"	"2,622"	0.23	2017
May 31 2023	Lewis	Washington	Truck	7	0	7	"26,049"	"26,056"	0.03	2023
July 31 2021	Columbia	Washington	Truck	0	0	0	"1,554"	"1,554"	0	2021
March 31 2018	Yakima	Washington	Passenger	63	81	144	"1,62,811"	"1,62,955"	0.09	2018
September 30 2019	Clark	Washington	Passenger	"1,700"	983	"2,683"	"3,16,029"	"3,18,712"	0.84	2019
April 30 2022	San Juan	Washington	Passenger	494	155	649	"14,118"	"14,767"	4.39	2022
December 31 2022	Escambia	FlOregonIdahoa	Passenger	0	1	1	142	143	0.7	2022
May 31 2020	Clallam	Washington	Passenger	222	165	387	"50,115"	"50,502"	0.77	2020
August 31 2019	Walla Walla	Washington	Passenger	56	63	119	"36,226"	"36,345"	0.33	2019
November 30 2017	Lincoln	Washington	Truck	0	0	0	"4,484"	"4,484"	0	2017
November 30 2021	Lake	FlOregonIdahoa	Passenger	1	0	1	24	25	4	2021
June 30 2022	York	Virginia	Passenger	1	0	1	89	90	1.11	2022
April 30 2020	Island	Washington	Passenger	405	271	676	"62,803"	"63,479"	1.06	2020
April 30 2021	Island	Washington	Passenger	582	308	890	"63,149"	"64,039"	1.39	2021
December 31 2017	Asotin	Washington	Passenger	8	5	13	"12,515"	"12,528"	0.1	2017
July 31 2023	Mason	Washington	Passenger	469	213	682	"46,260"	"46,942"	1.45	2023
June 30 2023	Jefferson	Washington	Passenger	558	256	814	"24,322"	"25,136"	3.24	2023
November 30 2022	Skagit	Washington	Passenger	906	352	"1,258"	"89,379"	"90,637"	1.39	2022
February 28 2022	Franklin	Washington	Truck	0	0	0	"20,912"	"20,912"	0	2022
January 31 2018	Duval	FlOregonIdahoa	Passenger	1	2	3	367	370	0.81	2018
February 28 2021	Stafford	Virginia	Passenger	2	1	3	102	105	2.86	2021
July 31 2023	Ada	Idaho	Passenger	2	0	2	106	108	1.85	2023
June 30 2023	Klickitat	Washington	Passenger	152	64	216	"15,139"	"15,355"	1.41	2023
July 31 2022	El Paso	ColOregonado	Passenger	2	2	4	612	616	0.65	2022
June 30 2019	Duval	FlOregonIdahoa	Passenger	1	2	3	380	383	0.78	2019
November 30 2017	Portsmouth	Virginia	Passenger	0	1	1	65	66	1.52	2017
August 31 2020	Washtenaw	Michigan	Passenger	1	1	2	37	39	5.13	2020
February 29 2020	Hawaii	HaWashingtonii	Passenger	1	0	1	64	65	1.54	2020
April 30 2021	Morris	New Jersey	Passenger	1	0	1	15	16	6.25	2021
July 31 2022	St. Mary's	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	190	191	0.52	2022
November 30 2023	Frederick	M ArkansaskansasylaNorth Dakota	Passenger	2	1	3	49	52	5.77	2023
November 30 2019	Denver	ColOregonado	Passenger	1	0	1	130	131	0.76	2019
April 30 2018	Pierce	Washington	Passenger	"1,154"	"1,091"	"2,245"	"5,29,064"	"5,31,309"	0.42	2018
July 31 2023	Kitsap	Washington	Passenger	"3,322"	"1,316"	"4,638"	"1,75,703"	"1,80,341"	2.57	2023
November 30 2022	Montgomery	Tennessee	Passenger	1	0	1	189	190	0.53	2022
June 30 2017	St. Lucie	FlOregonIdahoa	Passenger	1	0	1	33	34	2.94	2017
April 30 2022	San Luis Obispo	CalifOregonnIoWashington	Passenger	1	0	1	62	63	1.59	2022
April 30 2019	Santa Rosa	FlOregonIdahoa	Passenger	1	0	1	89	90	1.11	2019
April 30 2019	Bexar	Texas	Passenger	2	4	6	682	688	0.87	2019
August 31 2023	San Diego	CalifOregonnIoWashington	Passenger	17	7	24	"2,014"	"2,038"	1.18	2023
April 30 2018	Dallas	Texas	Passenger	0	1	1	194	195	0.51	2018
January 31 2024	Williamson	Texas	Passenger	0	1	1	37	38	2.63	2024
January 31 2024	Whitman	Washington	Passenger	197	107	304	"21,539"	"21,843"	1.39	2024
September 30 2018	Fulton	GeOregongIoWashington	Passenger	1	2	3	108	111	2.7	2018
January 31 2024	Worcester	 Massachusetts	Passenger	1	0	1	9	10	10	2024
August 31 2017	Carroll	New Hampshire	Passenger	0	1	1	1	2	50	2017
July 31 2021	Kittitas	Washington	Passenger	166	68	234	"29,974"	"30,208"	0.77	2021
May 31 2019	Contra Costa	CalifOregonnIoWashington	Passenger	2	2	4	379	383	1.04	2019
July 31 2019	Nueces	Texas	Passenger	1	1	2	90	92	2.17	2019
June 30 2023	Allen	INorth Dakotaiana	Passenger	1	0	1	12	13	7.69	2023
September 30 2020	Owyhee	Idaho	Passenger	1	0	1	3	4	25	2020
June 30 2021	Whitman	Washington	Passenger	58	47	105	"21,971"	"22,076"	0.48	2021
February 28 2023	Orange	CalifOregonnIoWashington	Passenger	10	3	13	352	365	3.56	2023
May 31 2023	El Paso	Texas	Passenger	3	0	3	292	295	1.02	2023
November 30 2021	Richmond	 New YOregonk	Passenger	1	0	1	4	5	20	2021
February 29 2024	Virginia Beach	Virginia	Truck	1	0	1	89	90	1.11	2024
April 30 2019	Lincoln	Washington	Truck	0	0	0	"4,700"	"4,700"	0	2019
March 31 2018	Grant	Washington	Truck	0	0	0	"25,746"	"25,746"	0	2018
March 31 2022	Geary	Kansas	Passenger	1	0	1	91	92	1.09	2022
June 30 2021	Collin	Texas	Passenger	2	1	3	118	121	2.48	2021
March 31 2023	Okaloosa	FlOregonIdahoa	Passenger	0	1	1	98	99	1.01	2023
August 31 2020	Dakota	MinNebraskasota	Passenger	0	1	1	34	35	2.86	2020
September 30 2020	Chelan	Washington	Truck	0	0	0	"22,718"	"22,718"	0	2020
August 31 2023	Grant	Washington	Truck	12	0	12	"28,077"	"28,089"	0.04	2023
December 31 2017	Montgomery	Texas	Passenger	1	0	1	63	64	1.56	2017
November 30 2019	Fresno	CalifOregonnIoWashington	Passenger	1	0	1	202	203	0.49	2019
January 31 2024	Hardin	Kentucky	Passenger	1	0	1	50	51	1.96	2024
April 30 2019	Randolph	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	6	7	14.29	2019
February 29 2020	Thurston	Washington	Truck	0	0	0	"55,717"	"55,717"	0	2020
June 30 2019	San Juan	Washington	Truck	0	0	0	"5,863"	"5,863"	0	2019
January 31 2023	Snohomish	Washington	Passenger	"10,586"	"2,789"	"13,375"	"5,30,029"	"5,43,404"	2.46	2023
June 30 2021	Prince William	Virginia	Passenger	1	2	3	215	218	1.38	2021
August 31 2019	Columbia	Washington	Passenger	2	2	4	"2,456"	"2,460"	0.16	2019
November 30 2021	Sumter	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	34	35	2.86	2021
July 31 2023	Placer	CalifOregonnIoWashington	Passenger	1	0	1	60	61	1.64	2023
September 30 2019	Eagle	ColOregonado	Passenger	1	0	1	6	7	14.29	2019
August 31 2023	Yakima	Washington	Truck	15	0	15	"61,023"	"61,038"	0.02	2023
June 30 2022	Snohomish	Washington	Truck	12	0	12	"1,23,847"	"1,23,859"	0.01	2022
August 31 2020	Wahkiakum	Washington	Truck	0	0	0	"1,745"	"1,745"	0	2020
June 30 2021	Virginia Beach	Virginia	Passenger	2	0	2	621	623	0.32	2021
October 31 2021	El Paso	ColOregonado	Passenger	3	0	3	689	692	0.43	2021
December 31 2022	Randolph	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	5	6	16.67	2022
January 31 2022	Whitman	Washington	Passenger	69	58	127	"21,942"	"22,069"	0.58	2022
February 28 2021	Chesapeake	Virginia	Passenger	0	2	2	408	410	0.49	2021
July 31 2017	Nantucket	 Massachusetts	Passenger	1	0	1	3	4	25	2017
September 30 2017	Collier	FlOregonIdahoa	Passenger	1	0	1	23	24	4.17	2017
April 30 2023	Charles	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	55	57	3.51	2023
August 31 2017	Mason	Washington	Passenger	59	71	130	"43,920"	"44,050"	0.3	2017
January 31 2022	Chesapeake	Virginia	Passenger	2	2	4	385	389	1.03	2022
February 28 2019	Orange	CalifOregonnIoWashington	Passenger	5	2	7	553	560	1.25	2019
March 31 2021	Mercer	New Jersey	Passenger	0	1	1	13	14	7.14	2021
September 30 2022	San Juan	Washington	Passenger	535	162	697	"13,993"	"14,690"	4.74	2022
January 31 2017	Marion	FlOregonIdahoa	Passenger	1	0	1	26	27	3.7	2017
October 31 2020	Anne Arundel	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	402	404	0.5	2020
December 31 2019	Manassas	Virginia	Passenger	0	1	1	6	7	14.29	2019
June 30 2019	Okanogan	Washington	Truck	0	0	0	"16,479"	"16,479"	0	2019
April 30 2021	Clallam	Washington	Passenger	309	206	515	"50,398"	"50,913"	1.01	2021
August 31 2022	Cowlitz	Washington	Passenger	353	172	525	"70,394"	"70,919"	0.74	2022
June 30 2022	Montgomery	M ArkansaskansasylaNorth Dakota	Passenger	4	2	6	208	214	2.8	2022
February 28 2022	Hamilton	Ohio	Passenger	1	0	1	37	38	2.63	2022
October 31 2021	Lake	INorth Dakotaiana	Passenger	0	1	1	9	10	10	2021
July 31 2017	Santa Rosa	FlOregonIdahoa	Passenger	1	0	1	115	116	0.86	2017
December 31 2017	Skagit	Washington	Truck	1	0	1	"31,727"	"31,728"	0	2017
February 28 2018	Klickitat	Washington	Truck	0	0	0	"8,030"	"8,030"	0	2018
July 31 2021	El Paso	Texas	Passenger	3	0	3	390	393	0.76	2021
March 31 2019	Franklin	Washington	Truck	0	0	0	"19,131"	"19,131"	0	2019
December 31 2020	Polk	FlOregonIdahoa	Passenger	1	0	1	67	68	1.47	2020
April 30 2021	Clallam	Washington	Truck	1	0	1	"21,984"	"21,985"	0	2021
November 30 2021	Escambia	FlOregonIdahoa	Passenger	0	1	1	148	149	0.67	2021
November 30 2022	Muscogee	GeOregongIoWashington	Passenger	0	1	1	116	117	0.85	2022
January 31 2021	Lake	FlOregonIdahoa	Passenger	1	0	1	23	24	4.17	2021
December 31 2019	Okanogan	Washington	Passenger	30	30	60	"26,231"	"26,291"	0.23	2019
September 30 2022	Franklin	Washington	Truck	2	0	2	"20,915"	"20,917"	0.01	2022
April 30 2018	Whitman	Washington	Truck	0	0	0	"8,467"	"8,467"	0	2018
March 31 2023	York	Virginia	Passenger	1	0	1	78	79	1.27	2023
March 31 2017	Grays Harbor	Washington	Passenger	27	26	53	"44,413"	"44,466"	0.12	2017
September 30 2020	District of Columbia	District of Columbia	Passenger	1	1	2	198	200	1	2020
September 30 2022	Lincoln	Oregon	Passenger	0	1	1	24	25	4	2022
July 31 2019	Sarasota	FlOregonIdahoa	Passenger	1	0	1	31	32	3.12	2019
December 31 2018	Grant	Washington	Truck	0	0	0	"26,254"	"26,254"	0	2018
September 30 2022	Ferry	Washington	Truck	0	0	0	"3,615"	"3,615"	0	2022
May 31 2018	Jefferson	Washington	Truck	0	0	0	"9,532"	"9,532"	0	2018
May 31 2023	Pierce	Washington	Truck	153	0	153	"1,37,361"	"1,37,514"	0.11	2023
April 30 2018	Island	Washington	Truck	0	0	0	"20,835"	"20,835"	0	2018
January 31 2023	Okanogan	Washington	Passenger	106	53	159	"26,127"	"26,286"	0.6	2023
January 31 2023	Douglas	ColOregonado	Passenger	0	1	1	66	67	1.49	2023
February 28 2019	Marion	INorth Dakotaiana	Passenger	1	0	1	116	117	0.85	2019
October 31 2021	Moore	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	128	129	0.78	2021
March 31 2022	Harrison	Mississippi	Passenger	2	0	2	50	52	3.85	2022
January 31 2020	DeKalb	GeOregongIoWashington	Passenger	1	0	1	87	88	1.14	2020
September 30 2023	Meade	Kentucky	Passenger	1	0	1	17	18	5.56	2023
August 31 2020	Montgomery	Ohio	Passenger	0	1	1	49	50	2	2020
June 30 2021	Richland	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	139	140	0.71	2021
February 28 2021	New Haven	ConnecticUtah	Passenger	0	2	2	37	39	5.13	2021
May 31 2020	DuPage	IllINorth Dakotaianaois	Passenger	4	0	4	60	64	6.25	2020
December 31 2018	Skamania	Washington	Truck	0	0	0	"4,007"	"4,007"	0	2018
March 31 2018	Douglas	Washington	Truck	0	0	0	"11,856"	"11,856"	0	2018
April 30 2022	Ferry	Washington	Truck	0	0	0	"3,567"	"3,567"	0	2022
February 29 2020	Clay	FlOregonIdahoa	Passenger	0	1	1	86	87	1.15	2020
January 31 2018	Skagit	Washington	Truck	1	0	1	"31,836"	"31,837"	0	2018
September 30 2018	Allegheny	 PennsylVirginiania	Passenger	1	0	1	86	87	1.15	2018
January 31 2023	Denton	Texas	Passenger	2	0	2	49	51	3.92	2023
August 31 2023	Harris	Texas	Passenger	2	1	3	126	129	2.33	2023
February 28 2017	Polk	FlOregonIdahoa	Passenger	1	0	1	66	67	1.49	2017
February 28 2022	Albemarle	Virginia	Passenger	3	0	3	22	25	12	2022
October 31 2017	Mason	Washington	Passenger	61	72	133	"44,451"	"44,584"	0.3	2017
January 31 2023	Virginia Beach	Virginia	Passenger	3	1	4	475	479	0.84	2023
June 30 2018	Thurston	Washington	Truck	0	0	0	"54,327"	"54,327"	0	2018
October 31 2017	Santa Fe	New Mexico	Passenger	0	1	1	41	42	2.38	2017
July 31 2021	Thurston	Washington	Truck	0	0	0	"56,460"	"56,460"	0	2021
November 30 2020	Arlington	Virginia	Passenger	0	2	2	146	148	1.35	2020
August 31 2023	Calvert	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	72	74	2.7	2023
January 31 2019	Sacramento	CalifOregonnIoWashington	Passenger	0	1	1	309	310	0.32	2019
September 30 2020	Tulsa	Oklahoma	Passenger	1	1	2	45	47	4.26	2020
January 31 2023	St. Lawrence	 New YOregonk	Passenger	1	0	1	1	2	50	2023
May 31 2020	Ferry	Washington	Passenger	5	3	8	"4,332"	"4,340"	0.18	2020
August 31 2021	Prince George's	M ArkansaskansasylaNorth Dakota	Passenger	2	1	3	151	154	1.95	2021
October 31 2019	San Joaquin	CalifOregonnIoWashington	Passenger	1	0	1	140	141	0.71	2019
February 28 2023	Mason	Washington	Truck	9	0	9	"20,870"	"20,879"	0.04	2023
May 31 2017	Franklin	Washington	Truck	0	0	0	"18,087"	"18,087"	0	2017
September 30 2023	Grays Harbor	Washington	Passenger	342	206	548	"48,063"	"48,611"	1.13	2023
December 31 2023	Lane	Oregon	Passenger	0	2	2	55	57	3.51	2023
July 31 2019	Collier	FlOregonIdahoa	Passenger	1	0	1	18	19	5.26	2019
May 31 2023	Plaquemines	Louisiana	Passenger	1	1	2	16	18	11.11	2023
February 28 2021	Collier	FlOregonIdahoa	Passenger	1	0	1	20	21	4.76	2021
February 29 2024	Kent	Delaware	Passenger	1	0	1	41	42	2.38	2024
July 31 2019	Skagit	Washington	Passenger	307	210	517	"92,202"	"92,719"	0.56	2019
May 31 2021	Columbia	Washington	Truck	0	0	0	"1,551"	"1,551"	0	2021
November 30 2022	Cochise	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	1	0	1	66	67	1.49	2022
April 30 2019	Sumter	FlOregonIdahoa	Passenger	0	1	1	10	11	9.09	2019
July 31 2019	Deschutes	Oregon	Passenger	3	0	3	163	166	1.81	2019
February 28 2023	San Diego	CalifOregonnIoWashington	Passenger	20	7	27	"2,256"	"2,283"	1.18	2023
October 31 2018	Marion	Oregon	Passenger	1	0	1	126	127	0.79	2018
January 31 2024	Newport News	Virginia	Passenger	1	0	1	88	89	1.12	2024
January 31 2022	Solano	CalifOregonnIoWashington	Passenger	1	0	1	176	177	0.56	2022
May 31 2022	District of Columbia	District of Columbia	Passenger	3	0	3	183	186	1.61	2022
November 30 2020	Spartanburg	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	51	52	1.92	2020
August 31 2018	Wahkiakum	Washington	Truck	0	0	0	"1,691"	"1,691"	0	2018
January 31 2017	Hamilton	INorth Dakotaiana	Passenger	1	0	1	73	74	1.35	2017
December 31 2018	Manassas	Virginia	Passenger	0	1	1	9	10	10	2018
January 31 2018	Thurston	Washington	Truck	0	0	0	"53,893"	"53,893"	0	2018
November 30 2018	Bexar	Texas	Passenger	3	4	7	724	731	0.96	2018
March 31 2023	Philadelphia	 PennsylVirginiania	Passenger	1	0	1	41	42	2.38	2023
October 31 2020	Polk	FlOregonIdahoa	Passenger	1	0	1	70	71	1.41	2020
November 30 2021	Owyhee	Idaho	Passenger	1	0	1	2	3	33.33	2021
November 30 2019	Lincoln	Washington	Passenger	1	11	12	"7,799"	"7,811"	0.15	2019
August 31 2020	Washington	Oregon	Passenger	1	0	1	443	444	0.23	2020
April 30 2017	Madison	Idaho	Passenger	1	0	1	41	42	2.38	2017
November 30 2017	Lake	CalifOregonnIoWashington	Passenger	0	1	1	9	10	10	2017
February 28 2022	Manassas	Virginia	Passenger	0	1	1	7	8	12.5	2022
November 30 2020	Benton	Washington	Passenger	425	348	773	"1,34,746"	"1,35,519"	0.57	2020
July 31 2017	Kittitas	Washington	Passenger	25	19	44	"27,676"	"27,720"	0.16	2017
February 29 2020	Placer	CalifOregonnIoWashington	Passenger	2	0	2	100	102	1.96	2020
January 31 2024	Travis	Texas	Passenger	1	0	1	67	68	1.47	2024
February 29 2020	Cumberland	 NOregonth C Arkansaskansasolina	Passenger	0	2	2	494	496	0.4	2020
November 30 2018	Orange	FlOregonIdahoa	Passenger	2	1	3	165	168	1.79	2018
December 31 2019	Alameda	CalifOregonnIoWashington	Passenger	4	1	5	303	308	1.62	2019
January 31 2023	Lincoln	Oregon	Passenger	0	1	1	15	16	6.25	2023
September 30 2023	Yuba	CalifOregonnIoWashington	Passenger	1	0	1	48	49	2.04	2023
December 31 2019	Randolph	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	7	8	12.5	2019
May 31 2017	Whatcom	Washington	Truck	2	0	2	"41,519"	"41,521"	0	2017
October 31 2021	Benton	Washington	Passenger	593	426	"1,019"	"1,35,935"	"1,36,954"	0.74	2021
June 30 2018	Pinal	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	2	0	2	208	210	0.95	2018
September 30 2023	San Mateo	CalifOregonnIoWashington	Passenger	2	0	2	58	60	3.33	2023
January 31 2024	Beaufort	SoUtahh C Arkansaskansasolina	Passenger	1	0	1	26	27	3.7	2024
March 31 2020	Kent	Michigan	Passenger	0	1	1	25	26	3.85	2020
June 30 2021	Juneau	ALouisianaba Massachusettsaska	Passenger	0	1	1	27	28	3.57	2021
December 31 2018	Island	Washington	Passenger	276	226	502	"63,157"	"63,659"	0.79	2018
December 31 2018	Saratoga	 New YOregonk	Passenger	1	0	1	60	61	1.64	2018
February 28 2019	Whitman	Washington	Truck	0	0	0	"8,494"	"8,494"	0	2019
August 31 2017	Whitman	Washington	Passenger	11	22	33	"22,124"	"22,157"	0.15	2017
August 31 2021	Tarrant	Texas	Passenger	1	0	1	146	147	0.68	2021
June 30 2019	Caddo	Louisiana	Passenger	0	1	1	24	25	4	2019
April 30 2021	Okanogan	Washington	Passenger	60	36	96	"26,402"	"26,498"	0.36	2021
July 31 2023	Dallas	Texas	Passenger	1	0	1	82	83	1.2	2023
August 31 2017	Prince George's	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	189	190	0.53	2017
January 31 2021	Portsmouth	Virginia	Passenger	0	1	1	80	81	1.23	2021
August 31 2019	Ferry	Washington	Passenger	5	2	7	"4,415"	"4,422"	0.16	2019
May 31 2021	Hudson	New Jersey	Passenger	1	0	1	44	45	2.22	2021
March 31 2023	Onslow	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	152	153	0.65	2023
August 31 2018	Garfield	Oklahoma	Passenger	1	0	1	17	18	5.56	2018
August 31 2020	El Paso	Texas	Passenger	3	0	3	421	424	0.71	2020
November 30 2019	Adams	Washington	Truck	0	0	0	"5,182"	"5,182"	0	2019
February 29 2020	Kitsap	Washington	Passenger	"1,273"	661	"1,934"	"1,82,253"	"1,84,187"	1.05	2020
February 29 2020	Sumter	FlOregonIdahoa	Passenger	0	1	1	9	10	10	2020
January 31 2020	Monterey	CalifOregonnIoWashington	Passenger	0	1	1	185	186	0.54	2020
July 31 2020	Thurston	Washington	Passenger	"1,175"	743	"1,918"	"1,97,029"	"1,98,947"	0.96	2020
February 29 2024	Clallam	Washington	Passenger	691	325	"1,016"	"47,384"	"48,400"	2.1	2024
October 31 2020	Asotin	Washington	Passenger	17	14	31	"12,396"	"12,427"	0.25	2020
August 31 2021	Pinellas	FlOregonIdahoa	Passenger	0	1	1	96	97	1.03	2021
January 31 2024	Currituck	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	16	17	5.88	2024
December 31 2021	Collier	FlOregonIdahoa	Passenger	1	0	1	21	22	4.55	2021
April 30 2018	Eagle	ColOregonado	Passenger	1	0	1	6	7	14.29	2018
May 31 2020	Virginia Beach	Virginia	Passenger	1	0	1	668	669	0.15	2020
September 30 2019	Jefferson	 New YOregonk	Passenger	0	2	2	218	220	0.91	2019
December 31 2021	Douglas	Nebraska	Passenger	1	2	3	51	54	5.56	2021
February 29 2020	Clark	Washington	Truck	0	0	0	"81,967"	"81,967"	0	2020
June 30 2022	Skagit	Washington	Truck	3	0	3	"32,329"	"32,332"	0.01	2022
